UniqueMemberRef,MemberName,FirstName,LastName,Gender,DateOfBirth,YearOfBirth,Postcode,NHSNumber,ClientName,ClientIdentifier,SchemeCategory,SchemeIdentifier,Plan,Product,RegistrationStatus,JoinDate,LapseDate,ContractStartDate,ContractEndDate,LengthOfServiceYears
UM0003965,Jack White,Jack,White,Male,1969-04-09,1969,SE1 4IJ,8303835360,GlobalHealth Ltd,C5266,Corporate,S67530,Enhanced,Executive,Active,2012-03-12,,2011-08-02,2020-01-28,13
UM0003966,James Wilson,James,Wilson,Male,1986-11-13,1986,SW1A 5SX,0133641133,GlobalHealth Ltd,C5996,Individual,S90134,Bronze,Enhanced,Active,2015-05-26,,2015-02-24,2019-02-13,10
UM0003967,George Williams,George,Williams,Male,1973-04-17,1973,SE1 5II,5965917897,Mercer Group,C6612,Family,S19132,Platinum,Executive,Active,2014-11-06,,2014-03-27,2023-06-27,10
UM0003968,Charlotte Smith,Charlotte,Smith,Female,1979-04-16,1979,SW3 9DS,2944068465,Mercer Group,C6643,Family,S74354,Platinum,Executive,Active,2011-05-29,,2011-01-21,2014-10-11,14
UM0003969,Charlotte White,Charlotte,White,Female,1986-11-22,1986,NW1 2HJ,6715041806,Acme Corp,C6947,Family,S80445,Standard,Executive,Lapsed,2018-05-01,2022-08-17,2018-04-19,2022-08-14,7
UM0003970,Evie Smith,Evie,Smith,Female,1971-10-19,1971,BR1 7UB,2480531730,Healthcare Co,C1405,Individual,S44823,Platinum,Standard,Active,2013-08-12,,2013-08-06,2021-11-25,12
UM0003971,Jacob Thomas,Jacob,Thomas,Male,1988-12-29,1988,W2 3HF,5412045719,TrustHealth Ltd,C7430,Family,S97297,Bronze,Executive,Active,2013-03-10,,2012-09-20,2017-11-13,12
UM0003972,Emily Brown,Emily,Brown,Female,1997-11-24,1997,BR1 8NO,6877933248,BlueShield UK,C1948,Family,S30839,Executive,Enhanced,Active,2011-05-22,,2011-03-29,2020-03-27,14
UM0003973,Oscar Johnson,Oscar,Johnson,Male,1969-03-06,1969,M1 2ZZ,9681472398,Acme Corp,C7843,Corporate,S52418,Standard,Standard,Lapsed,2013-10-21,2016-05-03,2013-09-09,2016-06-09,12
UM0003974,James Jones,James,Jones,Male,1976-06-05,1976,M1 8OR,0757921749,BlueShield UK,C2666,Individual,S74874,Executive,Standard,Active,2016-12-30,,2016-09-24,2023-06-18,8
UM0003975,Sophia Evans,Sophia,Evans,Female,1984-12-19,1984,EC1A 9HT,0987774616,Healthcare Co,C9415,Individual,S56638,Executive,Standard,Active,2010-11-13,,2010-11-10,2019-05-04,14
UM0003976,Poppy Thompson,Poppy,Thompson,Female,1967-06-09,1967,M1 6BH,9622217128,Acme Corp,C5384,Individual,S98256,Standard,Standard,Active,2010-02-04,,2009-10-08,2015-12-05,15
UM0003977,Charlotte Wilson,Charlotte,Wilson,Female,1966-06-12,1966,SW3 1TH,7995109596,Acme Corp,C8048,Individual,S52653,Standard,Executive,Active,2023-05-24,,2022-06-07,2025-07-15,2
UM0003978,Emily Wilson,Emily,Wilson,Female,1984-07-15,1984,W1A 6DW,2250528369,Acme Corp,C5501,Family,S31314,Enhanced,Enhanced,Active,2018-06-27,,2018-03-19,2022-07-10,7
UM0003979,Freddie Wilson,Freddie,Wilson,Male,1971-08-24,1971,W1A 6IL,1676403703,BlueShield UK,C2335,Individual,S82878,Bronze,Executive,Active,2014-06-12,,2014-03-02,2023-03-10,11
UM0003980,George Evans,George,Evans,Male,1973-04-23,1973,HA1 2QQ,5377600589,TrustHealth Ltd,C1524,Individual,S36369,Silver,Enhanced,Active,2011-02-17,,2010-12-01,2015-01-27,14
UM0003981,Freddie Brown,Freddie,Brown,Male,1966-12-15,1966,BR1 1HD,1620519010,Mercer Group,C7313,Individual,S36408,Executive,Enhanced,Active,2016-09-21,,2016-07-20,2021-09-21,9
UM0003982,Sophie Jones,Sophie,Jones,Female,1977-09-19,1977,SW3 3YP,3261689270,TrustHealth Ltd,C6843,Corporate,S10570,Platinum,Enhanced,Active,2014-05-31,,2014-02-17,2017-04-01,11
UM0003983,Thomas Wright,Thomas,Wright,Male,1998-09-25,1998,M1 9OK,3283889448,BlueShield UK,C7049,Family,S14434,Silver,Enhanced,Active,2012-02-20,,2011-10-09,2020-01-15,13
UM0003984,Henry Williams,Henry,Williams,Male,1961-08-24,1961,LS1 9QM,9049456942,TrustHealth Ltd,C6536,Family,S55982,Gold,Standard,Active,2020-09-21,,2020-08-15,2030-04-25,5
UM0003985,Charlotte Evans,Charlotte,Evans,Female,1986-07-11,1986,LS1 4EQ,7507136199,Healthcare Co,C8423,Family,S75023,Gold,Standard,Active,2022-01-24,,2021-05-25,2023-11-28,3
UM0003986,Sophia Robinson,Sophia,Robinson,Female,1981-07-04,1981,W2 8VF,9168248898,Healthcare Co,C9534,Family,S13219,Standard,Standard,Lapsed,2012-04-25,2014-04-03,2012-01-29,2016-08-16,13
UM0003987,Oscar Thomas,Oscar,Thomas,Male,1992-11-29,1992,SE1 5BJ,1373215787,Healthcare Co,C5247,Corporate,S85704,Gold,Standard,Active,2014-10-31,,2013-11-11,2016-11-04,11
UM0003988,Sophie Wilson,Sophie,Wilson,Female,1999-05-16,1999,E1 6AN,0686506513,BlueShield UK,C3614,Corporate,S46856,Executive,Enhanced,Active,2020-12-28,,2020-09-10,2030-05-31,4
UM0003989,Grace Harris,Grace,Harris,Female,2003-12-02,2003,HA1 2PP,3915451319,Acme Corp,C8634,Family,S60084,Standard,Standard,Active,2014-01-29,,2013-08-19,2017-07-23,11
UM0003990,Evie Wilson,Evie,Wilson,Female,1967-11-26,1967,NW1 6CD,0747851069,BlueShield UK,C6124,Corporate,S27118,Gold,Standard,Active,2017-01-18,,2016-02-02,2020-08-19,8
UM0003991,Olivia Harris,Olivia,Harris,Female,1980-08-29,1980,W2 3WC,5112276799,Healthcare Co,C4975,Individual,S43971,Executive,Standard,Active,2014-08-07,,2013-10-12,2021-08-12,11
UM0003992,Lily Smith,Lily,Smith,Female,1979-06-28,1979,E1 8TK,2901431818,TrustHealth Ltd,C8633,Individual,S69767,Enhanced,Executive,Active,2011-12-19,,2011-05-25,2015-02-12,13
UM0003993,Olivia Harris,Olivia,Harris,Female,1996-06-21,1996,SW3 3ID,1116397041,Healthcare Co,C5506,Individual,S62982,Enhanced,Standard,Active,2019-09-22,,2019-07-30,2023-05-20,6
UM0003994,Lily Wright,Lily,Wright,Female,1984-07-02,1984,E1 9MK,4508123731,GlobalHealth Ltd,C1364,Corporate,S87365,Standard,Enhanced,Active,2019-03-20,,2018-12-18,2020-07-16,6
UM0003995,Jacob Johnson,Jacob,Johnson,Male,1990-08-04,1990,LS1 5DD,8947776528,TrustHealth Ltd,C9891,Corporate,S95463,Platinum,Executive,Active,2023-05-13,,2023-03-10,2031-05-13,2
UM0003996,Freddie Brown,Freddie,Brown,Male,1984-11-02,1984,E1 0TC,6786054162,BlueShield UK,C6838,Corporate,S14054,Gold,Enhanced,Active,2015-10-02,,2015-05-29,2024-01-05,10
UM0003997,Jack Wright,Jack,Wright,Male,1979-05-22,1979,NW1 6PJ,9787353409,BlueShield UK,C5021,Individual,S66861,Executive,Enhanced,Active,2012-02-07,,2011-09-23,2020-09-17,13
UM0003998,Ava Jones,Ava,Jones,Female,1977-05-28,1977,UB1 6WP,9298074855,BlueShield UK,C1727,Family,S89009,Executive,Executive,Active,2023-01-19,,2022-03-04,2029-11-25,2
UM0003999,James Harris,James,Harris,Male,1965-11-29,1965,EC1A 6VU,4364355880,BlueShield UK,C5600,Corporate,S50348,Standard,Enhanced,Active,2015-03-25,,2014-12-10,2018-08-15,10
UM0004000,Poppy Thompson,Poppy,Thompson,Female,1970-10-17,1970,HA1 2EC,0175151581,Healthcare Co,C1438,Family,S93397,Enhanced,Standard,Active,2018-04-05,,2017-09-13,2021-03-30,7
UM0004001,Ella Brown,Ella,Brown,Female,1967-01-10,1967,SW1A 8PT,5289835958,GlobalHealth Ltd,C4334,Individual,S37063,Gold,Standard,Active,2016-12-19,,2016-12-09,2020-01-14,8
UM0004002,William Robinson,William,Robinson,Male,1991-12-29,1991,EN1 2BE,2038177906,TrustHealth Ltd,C5062,Family,S98713,Platinum,Standard,Active,2014-03-09,,2013-08-30,2019-03-07,11
UM0004003,Oscar White,Oscar,White,Male,1980-11-01,1980,EC1A 8JR,8354530485,TrustHealth Ltd,C5565,Family,S21276,Executive,Enhanced,Active,2016-05-02,,2015-05-15,2019-02-06,9
UM0004004,Oscar Thompson,Oscar,Thompson,Male,1988-04-15,1988,W1A 1YG,8170096211,BlueShield UK,C3958,Corporate,S67634,Gold,Enhanced,Active,2019-07-24,,2019-04-06,2020-04-26,6
UM0004005,Isabella Wilson,Isabella,Wilson,Female,1985-09-19,1985,W1A 0CV,3719386150,TrustHealth Ltd,C6197,Corporate,S12243,Bronze,Enhanced,Active,2012-01-12,,2011-03-25,2019-03-10,13
UM0004006,Oliver Thomas,Oliver,Thomas,Male,1966-08-25,1966,SE1 3RR,3839951283,TrustHealth Ltd,C5019,Family,S15686,Silver,Standard,Active,2018-04-15,,2017-06-16,2018-11-12,7
UM0004007,Poppy Brown,Poppy,Brown,Female,1985-11-25,1985,SE1 4HB,1517262385,GlobalHealth Ltd,C9555,Family,S97080,Gold,Enhanced,Active,2016-04-20,,2015-05-14,2018-06-21,9
UM0004008,Alfie Jones,Alfie,Jones,Male,1982-09-04,1982,LS1 4QX,5753990182,Healthcare Co,C1566,Corporate,S57813,Bronze,Executive,Active,2016-01-20,,2015-03-23,2018-02-09,9
UM0004009,George Harris,George,Harris,Male,1982-03-06,1982,SE1 6YL,1377874175,Mercer Group,C5724,Corporate,S83819,Executive,Executive,Active,2017-02-02,,2016-03-19,2026-02-22,8
UM0004010,Jacob Evans,Jacob,Evans,Male,1980-09-09,1980,BR1 3RS,5223649837,TrustHealth Ltd,C7392,Individual,S42492,Standard,Executive,Active,2017-11-17,,2017-11-13,2020-05-25,7
UM0004011,Freddie Thompson,Freddie,Thompson,Male,1981-10-05,1981,W1A 2DM,5488007090,Acme Corp,C7241,Corporate,S80135,Platinum,Enhanced,Active,2015-07-04,,2015-06-29,2020-03-26,10
UM0004012,William White,William,White,Male,1975-10-16,1975,N1 3OG,7247532954,TrustHealth Ltd,C1111,Individual,S97538,Executive,Executive,Active,2016-07-31,,2016-01-05,2022-03-23,9
UM0004013,Charlotte Davies,Charlotte,Davies,Female,1966-03-09,1966,LS1 8HH,6217920042,BlueShield UK,C9276,Individual,S28165,Gold,Executive,Active,2012-02-13,,2011-06-02,2018-01-23,13
UM0004014,Henry Evans,Henry,Evans,Male,1961-12-08,1961,SW3 9CY,1089476101,Acme Corp,C2996,Family,S22566,Platinum,Enhanced,Active,2011-07-31,,2010-12-14,2015-03-04,14
UM0004015,Charlotte Harris,Charlotte,Harris,Female,1994-10-23,1994,LS1 4KX,1365341959,Acme Corp,C9591,Family,S89511,Bronze,Standard,Active,2024-02-19,,2023-12-20,2028-01-26,1
UM0004016,Sophie Brown,Sophie,Brown,Female,1979-01-23,1979,KT1 8OZ,1374205698,Acme Corp,C2781,Family,S66369,Standard,Enhanced,Active,2013-06-11,,2013-01-02,2021-01-12,12
UM0004017,Jack Wright,Jack,Wright,Male,1993-07-24,1993,W1A 7GW,9239347214,Healthcare Co,C4452,Corporate,S35676,Platinum,Enhanced,Active,2019-07-23,,2019-01-22,2020-04-25,6
UM0004018,Grace Thompson,Grace,Thompson,Female,1981-02-18,1981,EN1 4CV,5543494258,Healthcare Co,C5297,Individual,S78586,Platinum,Executive,Active,2020-03-17,,2020-02-15,2025-11-16,5
UM0004019,Grace Evans,Grace,Evans,Female,1983-10-20,1983,UB1 8YZ,0591063888,TrustHealth Ltd,C2777,Individual,S20849,Silver,Standard,Active,2013-01-01,,2012-04-06,2018-11-06,12
UM0004020,Isabella Thomas,Isabella,Thomas,Female,1970-12-23,1970,KT1 0YT,4492142457,BlueShield UK,C2439,Family,S67896,Bronze,Enhanced,Active,2016-05-20,,2015-12-03,2018-06-12,9
UM0004021,Charlie Williams,Charlie,Williams,Male,1989-08-21,1989,SE1 1FZ,1798238224,Acme Corp,C2504,Individual,S11095,Gold,Executive,Active,2018-09-09,,2018-03-22,2021-01-01,7
UM0004022,Noah White,Noah,White,Male,1977-12-12,1977,E1 6WV,3845860753,BlueShield UK,C6378,Corporate,S84837,Bronze,Enhanced,Active,2020-03-23,,2020-03-15,2028-04-07,5
UM0004023,Isabella Davies,Isabella,Davies,Female,2005-08-21,2005,LS1 6MV,8939413508,BlueShield UK,C2472,Family,S85586,Enhanced,Executive,Active,2018-12-10,,2018-01-11,2019-05-16,6
UM0004024,Isla Evans,Isla,Evans,Female,1995-03-01,1995,W1A 2UH,1597025562,TrustHealth Ltd,C9443,Corporate,S59969,Silver,Standard,Active,2020-06-01,,2020-05-11,2022-04-20,5
UM0004025,Ava Harris,Ava,Harris,Female,1965-06-11,1965,EN1 5LZ,1456406817,Acme Corp,C5350,Corporate,S58844,Platinum,Standard,Active,2024-02-15,,2023-04-17,2024-05-16,1
UM0004026,James Davies,James,Davies,Male,1972-09-27,1972,SE1 9TE,1628992041,Acme Corp,C6249,Family,S12264,Silver,Standard,Lapsed,2020-12-23,2026-07-31,2020-07-06,2030-02-06,4
UM0004027,George Brown,George,Brown,Male,1992-08-02,1992,B1 3YL,3953410423,Mercer Group,C8433,Individual,S91500,Bronze,Enhanced,Active,2014-01-31,,2013-07-16,2022-04-10,11
UM0004028,Sophia Smith,Sophia,Smith,Female,1969-02-22,1969,M1 0ED,8119407889,BlueShield UK,C5668,Corporate,S98666,Bronze,Enhanced,Active,2018-05-02,,2018-04-13,2021-05-23,7
UM0004029,Poppy Davies,Poppy,Davies,Female,1966-11-09,1966,N1 5PX,7258060387,GlobalHealth Ltd,C4987,Individual,S72873,Platinum,Enhanced,Active,2010-12-18,,2010-05-12,2016-06-03,14
UM0004030,Thomas Wilson,Thomas,Wilson,Male,1968-03-09,1968,HA1 4ZW,6142514919,Healthcare Co,C2330,Family,S31482,Bronze,Standard,Lapsed,2010-07-23,2012-10-22,2010-06-05,2019-10-14,15
UM0004031,Henry Taylor,Henry,Taylor,Male,1968-09-11,1968,NW1 5VV,4358872044,Healthcare Co,C9828,Corporate,S67188,Bronze,Enhanced,Lapsed,2020-04-14,2028-01-03,2020-02-25,2023-06-14,5
UM0004032,Amelia Johnson,Amelia,Johnson,Female,1978-04-21,1978,HA1 2DH,5900022664,GlobalHealth Ltd,C9399,Individual,S95548,Gold,Standard,Active,2018-10-16,,2017-10-17,2026-07-23,7
UM0004033,Charlotte Brown,Charlotte,Brown,Female,1987-12-27,1987,SW3 3ZA,2534583436,Acme Corp,C5015,Family,S21358,Enhanced,Standard,Active,2010-07-11,,2010-03-17,2011-10-15,15
UM0004034,William Wright,William,Wright,Male,1959-04-09,1959,W1A 2SQ,2634670510,Healthcare Co,C9838,Individual,S70872,Enhanced,Executive,Lapsed,2012-12-27,2020-12-17,2012-03-07,2021-06-28,12
UM0004035,Amelia Evans,Amelia,Evans,Female,1973-09-09,1973,B1 4MD,5606771399,BlueShield UK,C4973,Corporate,S58244,Standard,Standard,Active,2021-02-24,,2020-07-12,2026-02-16,4
UM0004036,Grace White,Grace,White,Female,1969-11-02,1969,LS1 6YQ,4535642182,Mercer Group,C1819,Family,S61496,Platinum,Enhanced,Active,2021-01-20,,2020-06-10,2022-03-17,4
UM0004037,James Williams,James,Williams,Male,1965-01-11,1965,HA1 9ER,4818179482,Mercer Group,C4977,Individual,S56121,Standard,Enhanced,Active,2014-02-25,,2013-12-13,2023-08-01,11
UM0004038,Poppy Davies,Poppy,Davies,Female,1981-03-09,1981,LS1 4GF,6109682114,Acme Corp,C8751,Corporate,S73974,Silver,Standard,Active,2013-02-24,,2012-03-11,2020-02-10,12
UM0004039,Oliver Harris,Oliver,Harris,Male,1967-03-14,1967,E1 2BC,9126937185,Healthcare Co,C8001,Corporate,S64504,Standard,Executive,Active,2014-08-22,,2014-03-23,2018-02-19,11
UM0004040,Charlie Davies,Charlie,Davies,Male,1982-01-31,1982,SE1 1LM,3495946952,Mercer Group,C6406,Individual,S10609,Platinum,Enhanced,Active,2013-01-07,,2012-03-19,2018-03-28,12
UM0004041,Noah Johnson,Noah,Johnson,Male,1978-12-07,1978,EN1 7EH,4585961511,BlueShield UK,C5760,Corporate,S85549,Platinum,Standard,Active,2023-02-14,,2022-06-02,2024-11-24,2
UM0004042,Arthur Davies,Arthur,Davies,Male,1972-09-06,1972,UB1 7DA,4614076460,Healthcare Co,C7471,Family,S64736,Silver,Standard,Active,2020-10-04,,2020-09-27,2028-06-06,5
UM0004043,Ava Wright,Ava,Wright,Female,1985-12-27,1985,B1 5YM,5563106015,BlueShield UK,C4297,Corporate,S64762,Gold,Executive,Active,2022-08-07,,2022-01-12,2029-08-11,3
UM0004044,Emily Smith,Emily,Smith,Female,1986-10-15,1986,SW1A 8VL,9872864841,BlueShield UK,C7969,Individual,S93731,Silver,Executive,Lapsed,2017-08-08,2020-04-11,2017-06-21,2019-09-04,8
UM0004045,Ella Wilson,Ella,Wilson,Female,1962-07-02,1962,HA1 1LU,8382540406,Acme Corp,C9093,Corporate,S93989,Silver,Enhanced,Active,2015-12-11,,2015-01-16,2020-05-14,9
UM0004046,Poppy Jones,Poppy,Jones,Female,1983-03-08,1983,B1 9QV,5866095309,TrustHealth Ltd,C5864,Family,S85911,Enhanced,Standard,Active,2010-02-22,,2009-04-13,2014-06-12,15
UM0004047,Thomas Robinson,Thomas,Robinson,Male,2002-07-09,2002,N1 8TO,8518319121,Acme Corp,C3486,Corporate,S43546,Platinum,Executive,Active,2015-11-21,,2015-01-20,2022-07-29,9
UM0004048,George Jones,George,Jones,Male,1964-03-21,1964,SW3 8TD,0374452273,BlueShield UK,C8278,Corporate,S63896,Platinum,Standard,Active,2015-04-02,,2014-09-04,2018-10-19,10
UM0004049,Alfie Thompson,Alfie,Thompson,Male,1989-03-03,1989,SW3 7GS,2765934590,BlueShield UK,C8140,Family,S96802,Platinum,Enhanced,Active,2020-01-09,,2019-07-12,2027-03-16,5
UM0004050,James Evans,James,Evans,Male,1973-03-21,1973,W2 6HJ,3231531875,TrustHealth Ltd,C1888,Individual,S73077,Standard,Executive,Active,2013-12-28,,2013-09-03,2021-02-06,11
UM0004051,Ava Thompson,Ava,Thompson,Female,1986-02-12,1986,B1 5GU,1864725052,GlobalHealth Ltd,C8319,Individual,S75589,Gold,Standard,Active,2017-03-07,,2016-10-23,2018-09-11,8
UM0004052,Freddie Jones,Freddie,Jones,Male,1997-01-13,1997,W2 8CO,4498742313,TrustHealth Ltd,C3343,Individual,S51625,Standard,Standard,Lapsed,2012-08-09,2019-04-17,2012-05-28,2018-06-29,13
UM0004053,Charlotte Jones,Charlotte,Jones,Female,1978-07-07,1978,UB1 1ZW,3787587813,GlobalHealth Ltd,C8137,Individual,S51442,Gold,Standard,Active,2020-12-29,,2020-05-09,2025-03-15,4
UM0004054,Arthur Evans,Arthur,Evans,Male,1955-10-08,1955,E1 3BJ,4332509230,Mercer Group,C7769,Family,S30154,Standard,Executive,Active,2016-08-25,,2016-02-01,2020-12-31,9
UM0004055,Jack White,Jack,White,Male,1989-03-29,1989,SE1 9LD,1496602597,Healthcare Co,C9359,Individual,S78580,Platinum,Executive,Active,2011-08-24,,2011-04-21,2015-10-30,14
UM0004056,Grace Robinson,Grace,Robinson,Female,1989-03-29,1989,LS1 6MZ,3250606205,BlueShield UK,C4492,Individual,S22030,Gold,Executive,Active,2023-09-26,,2023-06-29,2027-11-12,2
UM0004057,Sophie Jones,Sophie,Jones,Female,1971-11-08,1971,NW1 0ML,3379326257,Healthcare Co,C3446,Corporate,S88058,Bronze,Executive,Active,2016-08-12,,2016-06-02,2022-06-20,9
UM0004058,Thomas White,Thomas,White,Male,1972-04-10,1972,EC1A 4WP,1798897944,TrustHealth Ltd,C1756,Family,S74753,Bronze,Enhanced,Active,2015-03-19,,2014-10-09,2017-01-12,10
UM0004059,Ella Williams,Ella,Williams,Female,1997-10-26,1997,NW1 0BQ,1834470011,Mercer Group,C2676,Family,S29079,Executive,Executive,Active,2014-11-03,,2014-05-22,2015-07-22,10
UM0004060,William Taylor,William,Taylor,Male,1958-10-03,1958,B1 8ZJ,4632932917,Acme Corp,C3350,Family,S61963,Bronze,Standard,Active,2010-03-08,,2010-02-13,2013-11-28,15
UM0004061,Noah Evans,Noah,Evans,Male,1964-11-22,1964,BR1 5KV,4938820249,GlobalHealth Ltd,C8671,Individual,S29817,Executive,Enhanced,Active,2012-05-11,,2011-09-03,2019-08-23,13
UM0004062,Isabella Taylor,Isabella,Taylor,Female,1985-06-24,1985,BR1 3SH,5530507530,TrustHealth Ltd,C8965,Individual,S42394,Gold,Enhanced,Active,2011-05-07,,2010-08-13,2013-11-06,14
UM0004063,Freddie Wilson,Freddie,Wilson,Male,1987-05-04,1987,BR1 9RT,2845413598,TrustHealth Ltd,C7077,Family,S61017,Gold,Standard,Active,2018-08-18,,2018-04-13,2025-06-05,7
UM0004064,James Smith,James,Smith,Male,1974-02-04,1974,LS1 9CE,9312125419,TrustHealth Ltd,C2667,Family,S37683,Gold,Enhanced,Lapsed,2017-12-27,2025-07-24,2017-03-11,2019-03-25,7
UM0004065,Isabella Wilson,Isabella,Wilson,Female,1962-11-10,1962,NW1 1XU,8509799954,BlueShield UK,C6554,Individual,S66980,Enhanced,Standard,Active,2011-02-15,,2011-01-24,2015-05-09,14
UM0004066,Oscar Wilson,Oscar,Wilson,Male,1987-04-08,1987,W1A 9QQ,7429141801,TrustHealth Ltd,C5216,Corporate,S36699,Platinum,Executive,Active,2023-12-28,,2023-10-18,2033-06-03,1
UM0004067,Evie Wright,Evie,Wright,Female,1970-09-14,1970,EN1 9UZ,1537120944,Mercer Group,C8676,Family,S22780,Gold,Enhanced,Active,2015-08-07,,2014-11-16,2017-03-06,10
UM0004068,Isla Davies,Isla,Davies,Female,1992-03-04,1992,E1 9YA,6448980726,Healthcare Co,C6548,Family,S94581,Executive,Executive,Active,2023-08-14,,2022-09-04,2030-09-10,2
UM0004069,Amelia Johnson,Amelia,Johnson,Female,1969-03-17,1969,SW3 2DW,5755712768,BlueShield UK,C9243,Family,S22126,Platinum,Executive,Active,2015-04-15,,2014-09-22,2021-12-19,10
UM0004070,Alfie Taylor,Alfie,Taylor,Male,1980-07-29,1980,SW1A 4MP,1203944442,TrustHealth Ltd,C4594,Corporate,S60368,Gold,Executive,Active,2016-11-20,,2015-11-24,2017-02-19,8
UM0004071,Jacob Thomas,Jacob,Thomas,Male,1985-11-19,1985,HA1 8RV,7566654808,GlobalHealth Ltd,C9833,Individual,S35300,Bronze,Enhanced,Active,2011-12-13,,2011-08-05,2012-12-21,13
UM0004072,Isabella Thompson,Isabella,Thompson,Female,1985-12-09,1985,EN1 4PU,2748215296,BlueShield UK,C8386,Family,S39492,Bronze,Standard,Active,2014-04-22,,2014-01-04,2015-06-03,11
UM0004073,Charlotte Thompson,Charlotte,Thompson,Female,1968-01-18,1968,SW1A 3UI,7357384344,BlueShield UK,C1178,Individual,S50822,Bronze,Executive,Active,2014-01-17,,2013-10-26,2015-07-03,11
UM0004074,Sophie Evans,Sophie,Evans,Female,1989-03-04,1989,N1 0GS,5908637742,BlueShield UK,C9489,Family,S25658,Silver,Executive,Lapsed,2022-02-10,2027-11-30,2021-09-07,2024-04-19,3
UM0004075,Evie Wright,Evie,Wright,Female,1983-04-07,1983,NW1 4JY,2262242007,Healthcare Co,C7996,Individual,S41372,Enhanced,Standard,Active,2017-06-05,,2017-05-16,2021-11-01,8
UM0004076,Thomas Wilson,Thomas,Wilson,Male,1954-03-20,1954,BR1 7LM,4076725733,BlueShield UK,C1306,Individual,S88992,Gold,Enhanced,Active,2023-06-08,,2022-11-18,2026-04-07,2
UM0004077,James Evans,James,Evans,Male,1984-03-08,1984,M1 9XT,1588635009,Acme Corp,C5348,Corporate,S25813,Gold,Standard,Active,2023-03-28,,2023-01-27,2025-03-24,2
UM0004078,Olivia Thomas,Olivia,Thomas,Female,1990-11-07,1990,B1 5CF,5629791388,GlobalHealth Ltd,C2934,Family,S21513,Bronze,Enhanced,Active,2023-10-27,,2023-10-07,2031-08-10,2
UM0004079,Charlotte Davies,Charlotte,Davies,Female,2003-02-22,2003,EN1 6JC,0015918640,Acme Corp,C9480,Individual,S44433,Standard,Enhanced,Active,2021-03-27,,2020-07-24,2024-11-24,4
UM0004080,Sophia Thompson,Sophia,Thompson,Female,1994-01-17,1994,LS1 1TN,5390712315,Healthcare Co,C7499,Corporate,S98549,Silver,Standard,Active,2013-11-22,,2013-11-16,2015-11-16,11
UM0004081,Jacob Thomas,Jacob,Thomas,Male,1969-07-18,1969,E1 8PC,7719502946,BlueShield UK,C4831,Individual,S21347,Platinum,Standard,Active,2016-07-01,,2016-03-01,2026-01-30,9
UM0004082,Isabella Robinson,Isabella,Robinson,Female,1984-07-09,1984,KT1 2DY,1863568207,Healthcare Co,C7404,Corporate,S61083,Executive,Enhanced,Active,2020-03-28,,2019-11-19,2028-07-10,5
UM0004083,Jack Davies,Jack,Davies,Male,1965-01-07,1965,EN1 3QL,5710143588,GlobalHealth Ltd,C2625,Corporate,S27272,Platinum,Standard,Active,2012-12-05,,2012-11-20,2021-09-20,12
UM0004084,Lily Harris,Lily,Harris,Female,1968-03-27,1968,SW1A 5CL,2422763533,GlobalHealth Ltd,C6869,Family,S88703,Enhanced,Standard,Lapsed,2024-02-11,2025-07-18,2023-08-27,2030-11-04,1
UM0004085,Alfie Smith,Alfie,Smith,Male,1975-08-22,1975,EC1A 0BK,1416469579,GlobalHealth Ltd,C2637,Individual,S95815,Enhanced,Standard,Active,2023-05-26,,2023-02-19,2029-02-17,2
UM0004086,Grace Jones,Grace,Jones,Female,1983-01-17,1983,SE1 1BR,7069850106,Healthcare Co,C6464,Corporate,S71499,Executive,Standard,Active,2017-05-02,,2016-07-17,2026-01-01,8
UM0004087,Jacob Thompson,Jacob,Thompson,Male,1997-05-05,1997,EN1 5TW,0245556510,Mercer Group,C8168,Family,S29831,Executive,Executive,Active,2015-07-16,,2015-02-14,2022-05-04,10
UM0004088,Poppy Davies,Poppy,Davies,Female,1977-09-18,1977,M1 0WF,3665628839,GlobalHealth Ltd,C7451,Family,S73541,Standard,Enhanced,Active,2017-07-28,,2016-12-14,2023-10-28,8
UM0004089,Emily Wilson,Emily,Wilson,Female,1992-04-04,1992,B1 5ZB,5590347598,GlobalHealth Ltd,C1728,Corporate,S94373,Executive,Executive,Active,2020-07-04,,2020-05-19,2021-12-18,5
UM0004090,James Johnson,James,Johnson,Male,2001-06-03,2001,W2 3BU,3604094123,BlueShield UK,C4717,Individual,S19252,Executive,Executive,Active,2015-10-26,,2015-03-25,2023-07-15,10
UM0004091,Ava Harris,Ava,Harris,Female,1977-03-09,1977,NW1 2YG,2978765336,GlobalHealth Ltd,C9304,Corporate,S89604,Enhanced,Standard,Active,2013-11-03,,2013-03-25,2019-10-11,11
